Site,Species,Sapling,Diam1a,Diam1b,DiamDate1,DiamEnd1,DiamDateEnd1,Diam2a,Diam2b,DiamDate2,Diam2notes,Diam3a,Diam3b,DiamDate3,Diam3notes,Diam4a,Diam4b,DiamDate4,Diam4notes
1,lirtu,1-A2 lirtu,3.15,3.43,5/11/17,3.2,9/21/17,,,6/7/18,dead,,,5/29/19,,,,8/13/19,
1,pinta,1-A3 pinta,5.25,4.9,5/11/17,8.21,9/21/17,9.03,8.49,6/7/18,,10.16,9.74,5/29/19,,11.49,10.95,8/13/19,
1,abiba,1-A4 abiba,3.43,3.5,5/11/17,5.9,9/21/17,5.08,4.84,6/7/18,,5.37,5.57,5/29/19,,5.74,5.75,8/13/19,
1,junvi,1-A5 junvi,3.5,4.06,5/11/17,5.07,9/21/17,4.14,4.73,6/7/18,,4.32,4.05,5/29/19,,4.59,4.63,8/13/19,
1,aceru,1-B1 aceru,3.64,3.36,5/11/17,4.08,9/21/17,4.04,4.17,6/7/18,,4.95,5.03,5/29/19,,5.25,5.66,8/13/19,
1,pinvi,1-B2 pinvi,3.5,3.43,5/11/17,4.07,9/21/17,5.58,5.83,6/7/18,,6.78,7.22,5/29/19,,8.75,8.91,8/13/19,
1,pinri,1-B3 pinri,4.9,4.55,5/11/17,5.86,9/21/17,6.92,7,6/7/18,,8.56,8.3,5/29/19,,9.4,8.73,8/13/19,
1,lirtu,1-B4 lirtu,6.3,6.16,5/11/17,7.46,9/21/17,,,6/7/18,dead,,,5/29/19,,,,8/13/19,
1,picru,1-B5 picru,3.64,3.43,5/11/17,3.67,9/21/17,3.72,3.69,6/7/18,,3.88,4.06,5/29/19,,4.24,4.27,8/13/19,
1,quepr,1-C1 quepr,5.53,5.04,5/11/17,7.56,9/21/17,7.45,7.85,6/7/18,,8.12,8.05,5/29/19,,9.11,8.68,8/13/19,
1,pinst,1-C2 pinst,7,7.56,5/11/17,9.05,9/21/17,9.52,9.02,6/7/18,,11.04,10.48,5/29/19,,11,11.05,8/13/19,
1,queru,1-C3 queru,4.55,4.2,5/11/17,5.67,9/21/17,5.21,5.23,6/7/18,,5.58,5.31,5/29/19,,5.14,5.16,8/13/19,
1,queru,1-C4 queru,3.5,3.5,5/11/17,4.15,9/21/17,,,6/7/18,dead,,,5/29/19,,,,8/13/19,
1,abiba,1-C5 abiba,3.43,2.94,5/11/17,4.01,9/21/17,4,4.01,6/7/18,,3.81,4,5/29/19,,3.86,3.8,8/13/19,
1,queal,1-D1 queal,4.9,4.76,5/11/17,4.58,9/21/17,,,6/7/18,,,,5/29/19,,,,8/13/19,
1,aceru,1-D2 aceru,1.96,1.96,5/11/17,3.72,9/21/17,3.65,3.41,6/7/18,,3.86,3.69,5/29/19,,3.75,3.59,8/13/19,
1,picgl,1-D3 picgl,1.8,1.8,5/11/17,1.86,9/21/17,2.49,1.75,6/7/18,,,,5/29/19,,,,8/13/19,
1,quepr,1-D4 quepr,4.55,4.34,5/11/17,6.11,9/21/17,6.28,6.04,6/7/18,,6.61,6.64,5/29/19,,7.17,7.12,8/13/19,
1,queal,1-D5 queal,3.71,3.71,5/11/17,4.33,9/21/17,,,6/7/18,dead,,,5/29/19,,,,8/13/19,
1,pinri,1-E1 pinri,3.36,3.5,5/11/17,3.77,9/21/17,5.17,4.84,6/7/18,,6.22,5.75,5/29/19,,6.73,6.72,8/13/19,
1,quepr,1-E2 quepr,7.14,7.63,5/11/17,9.71,9/21/17,9.81,9.95,6/7/18,,10.09,10.26,5/29/19,,10.93,11.12,8/13/19,
1,pinta,1-E3 pinta,2.45,2.17,5/11/17,2.93,9/21/17,2.76,2.81,6/7/18,,3.08,3.19,5/29/19,,,,8/13/19,"dead: 2.88, 2.84"
1,aceru,1-E4 aceru,2.1,2.66,5/11/17,2.38,9/21/17,2.23,2.38,6/7/18,,2.76,2.39,5/29/19,,,,8/13/19,
1,pinvi,1-E5 pinvi,2.1,2.1,5/11/17,3.68,9/21/17,2.95,2.88,6/7/18,,3.16,2.97,5/29/19,,3.61,3.31,8/13/19,
1,picru,1-F1 picru,3.5,3.57,5/11/17,3.92,9/21/17,,,6/7/18,,,,5/29/19,planted,,,8/13/19,
1,robps,1-F2 robps,3.5,3.78,5/11/17,9.81,9/21/17,11.62,11.46,6/7/18,,19.67,19.16,5/29/19,,26.01,25.91,8/13/19,
1,abiba,1-F3 abiba,2.1,2.1,5/11/17,3.43,9/21/17,3.13,3.29,6/7/18,,3.4,3.38,5/29/19,,3.22,3.38,8/13/19,
1,pinta,1-F4 pinta,4.34,3.85,5/11/17,5.76,9/21/17,6.25,6.64,6/7/18,,8.01,7.74,5/29/19,,9.25,8.82,8/13/19,
1,pinba,1-F5 pinba,7.35,7,5/11/17,11.35,9/21/17,11.66,12.54,6/7/18,,12.33,14.11,5/29/19,,12.81,12.88,8/13/19,
1,pruse,1-F6 pruse,4.34,4.27,5/11/17,6.5,9/21/17,6.5,6.37,6/7/18,,5.94,5.78,5/29/19,,6.39,6.01,8/13/19,
1,robps,1-G1 robps,3.15,3.36,5/11/17,11.2,9/21/17,12.01,11.36,6/7/18,,19.1,20.13,5/29/19,,21.63,21.18,8/13/19,
1,pruse,1-G2 pruse,4.9,5.04,5/11/17,5.07,9/21/17,5,4.97,6/7/18,,4.42,4.88,5/29/19,,4.44,4.72,8/13/19,
1,picru,1-G3 picru,2.8,2.66,5/11/17,3.29,9/21/17,4.22,3.58,6/7/18,,3.7,3.72,5/29/19,,4.1,4.28,8/13/19,
1,picgl,1-G4 picgl,3.22,3.08,5/11/17,4.46,9/21/17,3.48,4.81,6/7/18,,2.94,5.67,5/29/19,,3.93,3.36,8/13/19,
1,pinri,1-G5 pinri,5.95,6.16,5/11/17,11.44,9/21/17,9.78,9.64,6/7/18,,13.79,11.54,5/29/19,,14.24,13.29,8/13/19,
1,queru,1-G6 queru,3.29,3.01,5/11/17,3.66,9/21/17,3.83,3.87,6/7/18,,3.36,3.51,5/29/19,,4.55,3.92,8/13/19,
1,pinst,1-H1 pinst,8.4,8.82,5/11/17,8.8,9/21/17,,,6/7/18,,,,5/29/19,planted?,,,8/13/19,
1,junvi,1-H2 junvi,3.36,3.5,5/11/17,5.3,9/21/17,3.84,3.75,6/7/18,,4.43,3.51,5/29/19,,4.17,4.01,8/13/19,
1,queal,1-H3 queal,3.15,3.36,5/11/17,3.69,9/21/17,3.23,3.51,6/7/18,,3.47,3.34,5/29/19,,3.61,3.65,8/13/19,
1,robps,1-H4 robps,3.85,3.85,5/11/17,13.32,9/21/17,16.74,16.6,6/7/18,,28.58,28.97,5/29/19,,37.26,36.93,8/13/19,
1,pruse,1-H5 pruse,4.62,4.2,5/11/17,5.58,9/21/17,5.93,5.41,6/7/18,,5.17,5.2,5/29/19,,4.88,5.12,8/13/19,
1,pinvi,1-H6 pinvi,2.45,2.24,5/11/17,3.23,9/21/17,3.97,4.02,6/7/18,,5.2,5.4,5/29/19,,6.6,5.63,8/13/19,
1,pinba,1-I1 pinba,6.65,6.65,5/11/17,10.45,9/21/17,11.01,10.72,6/7/18,,13.01,13.21,5/29/19,,14.33,14.41,8/13/19,
1,pinba,1-I2 pinba,7.91,7.7,5/11/17,13.83,9/21/17,13.33,13.55,6/7/18,,15.92,16.94,5/29/19,,17.36,18.98,8/13/19,
1,lirtu,1-I3 lirtu,3,3,5/11/17,,9/21/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
1,pinst,1-I4 pinst,6.16,5.95,5/11/17,6.1,9/21/17,,,6/7/18,,,,5/29/19,planted?,,,8/13/19,
1,junvi,1-I5 junvi,2.1,2.24,5/11/17,2.61,9/21/17,2.85,2.99,6/7/18,,3.01,3.26,5/29/19,,3.16,3.01,8/13/19,
1,picgl,1-I6 picgl,3.85,3.85,5/11/17,5.38,9/21/17,5.36,5.28,6/7/18,,5.24,5.58,5/29/19,,5.8,6.15,8/13/19,
1,junvi,1-J1 junvi,2.45,2.66,5/11/17,5.21,9/21/17,4.35,3.75,6/7/18,,3.17,3.39,5/29/19,,3.74,3.8,8/13/19,
1,pinst,1-J2 pinst,6.86,7,5/11/17,9.15,9/21/17,,,6/7/18,,,,5/29/19,planted?,,,8/13/19,
1,pinvi,1-J3 pinvi,2.87,2.8,5/11/17,3.87,9/21/17,4.63,4.81,6/7/18,,5.84,5.76,5/29/19,,6.41,6.35,8/13/19,
1,picgl,1-J4 picgl,2.45,2.45,5/11/17,2.62,9/21/17,3.24,3.18,6/7/18,,3.01,3.12,5/29/19,,3.89,3.63,8/13/19,
1,pinba,1-J5 pinba,4.06,3.85,5/11/17,4.77,9/21/17,5.45,5.8,6/7/18,,7.42,7.39,5/29/19,,7.82,7.37,8/13/19,
1,aceru,1-J6 aceru,2.03,2.17,5/11/17,1.44,9/21/17,,,6/7/18,,,,5/29/19,planted,,,8/13/19,
1,pruse,1-K1 pruse,4.27,4.97,5/11/17,5.88,9/21/17,6,5.73,6/7/18,,5.51,5.7,5/29/19,,5.55,6.18,8/13/19,
1,queal,1-K2 queal,3.85,3.57,5/11/17,4.2,9/21/17,3.92,4.25,6/7/18,,3.84,3.74,5/29/19,,,,8/13/19,"dead: 3.71, 3.68"
1,pinta,1-K3 pinta,4.76,4.55,5/11/17,8.41,9/21/17,7.51,7.52,6/7/18,,8.6,7.48,5/29/19,,8.39,8.24,8/13/19,
1,pinri,1-K4 pinri,3.5,3.5,5/11/17,4.51,9/21/17,6.18,7.13,6/7/18,,6.86,6.5,5/29/19,,8.38,7.76,8/13/19,
1,picru,1-K5 picru,3.43,3.43,5/11/17,3.94,9/21/17,4.44,5.63,6/7/18,,4.38,4.61,5/29/19,r,5.14,5.81,8/13/19,
1,pinst,1-K6 pinst,3.5,3.57,5/11/17,3.26,9/21/17,4.84,5.08,6/7/18,,4.51,4.33,5/29/19,calipers,4.14,4.75,8/13/19,
1,picgl,1-L1 picgl,4.9,4.9,5/11/17,6.9,9/21/17,6.45,8.06,6/7/18,,7.83,9.65,5/29/19,,8.8,10.86,8/13/19,
1,quepr,1-L2 quepr,5.95,6.16,5/11/17,9.82,9/21/17,10.83,10.55,6/7/18,,10.99,10.6,5/29/19,,11.3,10.85,8/13/19,
1,pinba,1-L3 pinba,3.15,3.5,5/11/17,4.6,9/21/17,5.74,5.59,6/7/18,,6.35,6.88,5/29/19,,6.7,6.43,8/13/19,
1,quepr,1-L4 quepr,7.35,7.35,5/11/17,9.46,9/21/17,10.23,10.12,6/7/18,,9.72,9.77,5/29/19,,9.77,9.98,8/13/19,
1,aceru,1-L5 aceru,2.24,2.45,5/11/17,2.49,9/21/17,,,6/7/18,,,,5/29/19,gone,,,8/13/19,
1,picru,1-L6 picru,3.01,3.22,5/11/17,2.79,9/21/17,3.18,3.72,6/7/18,,2.67,2.75,5/29/19,,3.28,3,8/13/19,
1,abiba,1-M1 abiba,2.8,2.8,5/11/17,3.99,9/21/17,3.91,3.94,6/7/18,,4.13,4.09,5/29/19,,4.44,4.23,8/13/19,
1,picgl,1-M2 picgl,2.8,2.8,5/11/17,3.45,9/21/17,3.53,3.66,6/7/18,,3.18,3.17,5/29/19,,3.26,3.35,8/13/19,
1,aceru,1-M3 aceru,2.66,2.66,5/11/17,3.78,9/21/17,3.68,3.44,6/7/18,,3.64,3.81,5/29/19,,3.65,3.47,8/13/19,
1,pinvi,1-M4 pinvi,2.8,2.45,5/11/17,3.56,9/21/17,4.19,4.57,6/7/18,,4.57,4.64,5/29/19,,4.74,4.71,8/13/19,
1,robps,1-M5 robps,3.64,3.57,5/11/17,13.01,9/21/17,15.62,15.91,6/7/18,,26.94,26.79,5/29/19,,33.33,32.94,8/13/19,
1,robps,1-M6 robps,3.5,3.36,5/11/17,9.85,9/21/17,5.97,6.59,6/7/18,,18.71,19.31,5/29/19,,23.63,22.98,8/13/19,
1,pinta,1-N1 pinta,3.36,3.57,5/11/17,5.55,9/21/17,6.32,7.13,6/7/18,,7.31,7.33,5/29/19,,6.57,7.38,8/13/19,
1,queru,1-N2 queru,3.29,3.5,5/11/17,3.71,9/21/17,3.71,3.69,6/7/18,,3.66,3.83,5/29/19,,3.98,4.13,8/13/19,
1,pinri,1-N3 pinri,2.45,2.31,5/11/17,2.87,9/21/17,3.41,2.77,6/7/18,,3.96,3.99,5/29/19,,4.73,5.36,8/13/19,
1,queal,1-N4 queal,4.2,4.9,5/11/17,5.31,9/21/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,no stem
1,pinta,1-N5 pinta,6.37,6.3,5/11/17,9.15,9/21/17,9.04,9.08,6/7/18,,9.07,9.24,5/29/19,,9,8.3,8/13/19,
1,pinvi,1-O1 pinvi,2.94,2.94,5/11/17,4.42,9/21/17,5.43,5.45,6/7/18,,6.19,5.73,5/29/19,,6.72,6.53,8/13/19,
1,picru,1-O2 picru,4,4,5/11/17,3.98,9/21/17,5,5,6/7/18,,,,5/29/19,double stem,,,8/13/19,planted
1,abiba,1-O3 abiba,2.45,2.66,5/11/17,4.03,9/21/17,3.28,3.76,6/7/18,,3.25,3.38,5/29/19,,4.21,3.69,8/13/19,
1,junvi,1-O4 junvi,3.15,3.15,5/11/17,3.25,9/21/17,4.06,3.48,6/7/18,,3.41,3.29,5/29/19,,3.49,3.69,8/13/19,
1,pinst,1-O5 pinst,4.55,4.9,5/11/17,5.83,9/21/17,6.71,6.59,6/7/18,,7.23,6.75,5/29/19,,7.16,6.68,8/13/19,
1,lirtu,1-P1 lirtu,3.57,3.64,5/11/17,4.17,9/21/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,no stem
1,junvi,1-P2 junvi,3.15,2.8,5/11/17,3.31,9/21/17,2.75,2.87,6/7/18,,3,3.04,5/29/19,,3.34,3.24,8/13/19,
1,lirtu,1-P3 lirtu,3.57,3.5,5/11/17,3.92,9/21/17,,,6/7/18,,,,5/29/19,planted,,,8/13/19,planted
1,queru,1-P4 queru,3.5,3.43,5/11/17,3.82,9/21/17,4.07,4,6/7/18,,3.82,4.15,5/29/19,,4.37,3.96,8/13/19,
1,pruse,1-P5 pruse,2.87,3.36,5/11/17,3.52,9/21/17,3.77,3.66,6/7/18,,3.53,3.26,5/29/19,"top broken, new ground shoots, measured old stem",3.64,3.53,8/13/19,
1,queru,1-Q1 queru,3.57,3.71,5/11/17,5.83,9/21/17,,,6/7/18,,,,5/29/19,"dead: 4.6, 4.57",,,8/13/19,dead
1,robps,1-Q2 robps,4.27,4.41,5/11/17,16.31,9/21/17,19.74,18.58,6/7/18,,31.55,30.83,5/29/19,,37.41,37.53,8/13/19,
1,pruse,1-Q3 pruse,4.27,4.27,5/11/17,5.33,9/21/17,4.9,5.04,6/7/18,,5.01,5.08,5/29/19,,5.03,4.97,8/13/19,
1,abiba,1-Q4 abiba,3.15,3.15,5/11/17,4.68,9/21/17,4.19,4.65,6/7/18,,4.43,4.31,5/29/19,,4.86,4.99,8/13/19,
1,lirtu,1-Q5 lirtu,2.94,2.8,5/11/17,3.35,9/21/17,,,6/7/18,,,,5/29/19,planted?,,,8/13/19,empty
1,quepr,1-R2 quepr,5.6,6.3,5/11/17,8.01,9/21/17,8.66,9.26,6/7/18,,9.6,9.98,5/29/19,,10.27,10.72,8/13/19,
1,pinba,1-R3 pinba,5.6,5.95,5/11/17,8.51,9/21/17,10.11,10.18,6/7/18,,10.97,11.41,5/29/19,,12.27,12.15,8/13/19,
1,pinri,1-R4 pinri,4.9,4.9,5/11/17,6.61,9/21/17,7.59,6.83,6/7/18,,8.65,9.09,5/29/19,,9.42,9.93,8/13/19,
1,queal,1-R5 queal,4.76,4.55,5/11/17,5.71,9/21/17,5,4.71,6/7/18,,4.93,4.77,5/29/19,,5.65,5.33,8/13/19,
2,lirtu,2-A2 lirtu,3.15,3.15,5/11/17,3.39,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,seedlings
2,pinta,2-A3 pinta,4.27,4.06,5/11/17,6.68,9/14/17,6.82,6.51,6/7/18,,8.29,8.26,5/29/19,withered,7.77,6.58,8/13/19,
2,abiba,2-A4 abiba,3.15,3.5,5/11/17,3.99,9/14/17,3.88,3.79,6/7/18,,4.74,4.5,5/29/19,,5.39,5.05,8/13/19,
2,junvi,2-A5 junvi,2.45,2.45,5/11/17,6.75,9/14/17,3.53,3.65,6/7/18,,5.3,5.46,5/29/19,,6.06,5.79,8/13/19,
2,aceru,2-B1 aceru,4.55,4.06,5/11/17,6.65,9/14/17,6.27,6.15,6/7/18,,7.96,7.94,5/29/19,,7.63,7.51,8/13/19,
2,pinvi,2-B2 pinvi,2.17,2.1,5/11/17,3.47,9/14/17,3.4,3.45,6/7/18,,4.27,4.11,5/29/19,,5.31,5.07,8/13/19,
2,pinri,2-B3 pinri,6.16,6.3,5/11/17,10.81,9/14/17,9.9,10.09,6/7/18,,13.4,13.63,5/29/19,,17.45,20.23,8/13/19,
2,lirtu,2-B4 lirtu,3.92,3.78,5/11/17,5.22,9/14/17,5.76,5.42,6/7/18,,,,5/29/19,,,,8/13/19,
2,picru,2-B5 picru,3.08,3.5,5/11/17,3.74,9/14/17,3.63,3.43,6/7/18,,4.15,4.6,5/29/19,,4.79,4.31,8/13/19,
2,quepr,2-C1 quepr,4.34,4.55,5/11/17,8.05,9/14/17,6.43,6.52,6/7/18,,7.65,7.58,5/29/19,,8.9,8.78,8/13/19,
2,pinst,2-C2 pinst,4.55,4.76,5/11/17,6.85,9/14/17,7.03,7.64,6/7/18,,8.29,8.4,5/29/19,,9.21,9.08,8/13/19,
2,queru,2-C3 queru,4.2,4.34,5/11/17,5.03,9/14/17,4.9,5.08,6/7/18,,4.9,4.72,5/29/19,,5.45,5.5,8/13/19,
2,queru,2-C4 queru,3.5,3.5,5/11/17,4.27,9/14/17,4.29,4.46,6/7/18,,4.16,4.47,5/29/19,,4.62,4.42,8/13/19,
2,abiba,2-C5 abiba,3.15,3.15,5/11/17,4.23,9/14/17,3.53,3.71,6/7/18,,4.05,4.12,5/29/19,,4.75,4.53,8/13/19,
2,queal,2-D1 queal,4.27,4.34,5/11/17,5.23,9/14/17,5.56,5.54,6/7/18,,6.48,6.04,5/29/19,,6.96,7.18,8/13/19,
2,aceru,2-D2 aceru,3.15,2.8,5/11/17,3.3,9/14/17,,,6/7/18,,,,5/29/19,planted/empty,,,8/13/19,
2,picgl,2-D3 picgl,2,2,5/11/17,2.07,9/14/17,2.15,2.58,6/7/18,,2.04,2.01,5/29/19,,2.81,3.15,8/13/19,
2,quepr,2-D4 quepr,5.6,5.25,5/11/17,7.49,9/14/17,7.66,7.48,6/7/18,,8.18,7.86,5/29/19,,8.86,8.67,8/13/19,
2,queal,2-D5 queal,4.06,3.85,5/11/17,3.5,9/14/17,3.01,3.03,6/7/18,,2.74,2.65,5/29/19,new stem old one dead,3.78,3.29,8/13/19,
2,pinri,2-E1 pinri,3.85,3.64,5/11/17,5.63,9/14/17,6.45,6.14,6/7/18,,6.74,6.76,5/29/19,,8.76,7.45,8/13/19,
2,quepr,2-E2 quepr,4.97,4.69,5/11/17,7.19,9/14/17,6.46,6.86,6/7/18,,7.09,7.47,5/29/19,,7.92,8.49,8/13/19,
2,pinta,2-E3 pinta,3.85,4.2,5/11/17,7.25,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
2,aceru,2-E4 aceru,2.45,2.59,5/11/17,2.46,9/14/17,,,6/7/18,,,,5/29/19,empty/planted?,,,8/13/19,
2,pinvi,2-E5 pinvi,2.73,2.73,5/11/17,3.28,9/14/17,4.05,4.15,6/7/18,,4.96,4.39,5/29/19,,5.65,5.01,8/13/19,
2,picru,2-F1 picru,2.66,2.66,5/11/17,3.9,9/14/17,4,4.15,6/7/18,,4.53,4.51,5/29/19,,5.45,5.4,8/13/19,
2,robps,2-F2 robps,2.59,2.59,5/11/17,4.19,9/14/17,5.29,5.42,6/7/18,,7.33,7.12,5/29/19,,8.13,7.99,8/13/19,
2,abiba,2-F3 abiba,2.8,2.94,5/11/17,3.91,9/14/17,3.72,3.73,6/7/18,,4.02,4.02,5/29/19,,4.21,4.08,8/13/19,
2,pinta,2-F4 pinta,3.5,3.5,5/11/17,5.92,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
2,pinba,2-F5 pinba,5.6,6.3,5/11/17,8.46,9/14/17,9.49,8.78,6/7/18,,11.48,11.18,5/29/19,,13.49,14.65,8/13/19,
