Site,Species,Sapling,Diam1a,Diam1b,DiamDate1,DiamEnd1,DiamDateEnd1,Diam2a,Diam2b,DiamDate2,Diam2notes,Diam3a,Diam3b,DiamDate3,Diam3notes,Diam4a,Diam4b,DiamDate4,Diam4notes
3,pinba,3-L3 pinba,7,6.44,5/11/17,9.61,9/14/17,10.23,9.33,6/7/18,,12.86,12.48,5/29/19,,14.96,15.1,8/13/19,
3,quepr,3-L4 quepr,9.17,8.75,5/11/17,,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
3,aceru,3-L5 aceru,2.24,2.1,5/11/17,,9/14/17,,,6/7/18,,,,5/29/19,planted,,,8/13/19,
3,picru,3-L6 picru,3.57,3.36,5/11/17,3.43,9/14/17,3.57,3.57,6/7/18,,3.84,3.59,5/29/19,,4.18,3.85,8/13/19,
3,abiba,3-M1 abiba,3.71,3.71,5/11/17,4.58,9/14/17,4.95,3.68,6/7/18,,5,4.8,5/29/19,,5.7,5.74,8/13/19,
3,picgl,3-M2 picgl,2.8,3.43,5/11/17,4.91,9/14/17,4.11,4.47,6/7/18,,,,5/29/19,"dead: 3.74, 3.88",,,8/13/19,
3,aceru,3-M3 aceru,3.36,3.43,5/11/17,3.4,9/14/17,3.66,3.66,6/7/18,,3.62,3.73,5/29/19,,3.69,4.13,8/13/19,
3,pinvi,3-M4 pinvi,2.24,2.73,5/11/17,3.23,9/14/17,4.24,4.38,6/7/18,,,,5/29/19,dead,,,8/13/19,
3,robps,3-M5 robps,3.57,3.43,5/11/17,8.8,9/14/17,9.58,8.67,6/7/18,,16.64,14.59,5/29/19,top dead,15.39,14.07,8/13/19,
3,robps,3-M6 robps,4.76,4.55,5/11/17,11.78,9/14/17,13.56,15.05,6/7/18,,22.29,24.72,5/29/19,,23.44,22.85,8/13/19,
3,pinta,3-N1 pinta,3.85,3.85,5/11/17,3.63,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
3,queru,3-N2 queru,4.2,4.34,5/11/17,4.73,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
3,pinri,3-N3 pinri,5.6,5.6,5/11/17,7.92,9/14/17,10.17,9.04,6/7/18,,11.09,11.48,5/29/19,,15.92,15.82,8/13/19,
3,queal,3-N4 queal,3.5,3.85,5/11/17,3.79,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
3,pinta,3-N5 pinta,3.5,3.85,5/11/17,3.96,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
3,pinvi,3-O1 pinvi,2.45,2.17,5/11/17,3.53,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
3,picru,3-O2 picru,2.45,2.66,5/11/17,2.5,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
3,abiba,3-O3 abiba,3.5,3.5,5/11/17,4.3,9/14/17,4.82,4.82,6/7/18,,4.59,4.47,5/29/19,looking sad,4.82,5.05,8/13/19,
3,junvi,3-O4 junvi,2.8,2.59,5/11/17,3.6,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
3,pinst,3-O5 pinst,5.6,5.6,5/11/17,5.14,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
3,lirtu,3-P1 lirtu,4.2,3.71,5/11/17,3.77,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
3,junvi,3-P2 junvi,2.45,2.31,5/11/17,2.65,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
3,lirtu,3-P3 lirtu,3.5,3.5,5/11/17,,9/14/17,,,6/7/18,,,,5/29/19,planted,,,8/13/19,
3,queru,3-P4 queru,4.27,4.27,5/11/17,4.7,9/14/17,4.28,5.28,6/7/18,,,,5/29/19,,,,8/13/19,"dead: 4.29, 3.9"
3,pruse,3-P5 pruse,4.9,5.25,5/11/17,5.56,9/14/17,5.51,5.94,6/7/18,,4.81,4.73,5/29/19,top broken,4.77,5.08,8/13/19,
3,queru,3-Q1 queru,2.1,2.31,5/11/17,2.24,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
3,robps,3-Q2 robps,4.55,4.27,5/11/17,16.63,9/14/17,20.5,19.65,6/7/18,,25.55,24.46,5/29/19,,25.19,25.38,8/13/19,
3,pruse,3-Q3 pruse,6.3,7,5/11/17,9.35,9/14/17,8.73,9.47,6/7/18,,10.37,10.56,5/29/19,,11.43,11.05,8/13/19,
3,abiba,3-Q4 abiba,3.15,3.92,5/11/17,3.49,9/14/17,,,6/7/18,,,,5/29/19,planted,,,8/13/19,
3,lirtu,3-Q5 lirtu,4.2,4.2,5/11/17,5.39,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
3,quepr,3-R2 quepr,4.2,4.2,5/11/17,5.3,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
3,pinba,3-R3 pinba,5.25,5.25,5/11/17,7.55,9/14/17,8.16,8.23,6/7/18,,8.85,9.15,5/29/19,,10.42,10.5,8/13/19,
3,pinri,3-R4 pinri,5.6,5.46,5/11/17,5.21,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
3,queal,3-R5 queal,5.53,5.6,5/11/17,7.06,9/14/17,,,6/7/18,,,,5/29/19,dead,,,8/13/19,
4,lirtu,4-A2 lirtu,4,4,5/9/17,4.5,9/25/17,5.5,5.2,6/6/18,,6.42,6.53,5/29/19,Initial measurement was taken on smaller stem,8.53,8.55,8/13/19,
4,pinta,4-A3 pinta,5.95,5.25,5/9/17,7.14,9/25/17,,,6/6/18,,,,5/29/19,Dead,,,8/13/19,
4,abiba,4-A4 abiba,4.13,3.71,5/9/17,6.38,9/25/17,7.44,6.92,6/6/18,,8.52,8.44,5/29/19,Measurement point moved above root collar,10.82,11.3,8/13/19,
4,junvi,4-A5 junvi,2.87,3.15,5/9/17,4.21,9/25/17,5.96,5.55,6/6/18,,6.39,6.08,5/29/19,,6.55,6.25,8/13/19,
4,aceru,4-B1 aceru,2.45,2.8,5/9/17,,9/25/17,,,6/6/18,,,,5/29/19,Dead,,,8/13/19,
4,pinvi,4-B2 pinvi,3.15,3.15,5/9/17,6.66,9/25/17,9.51,9.44,6/6/18,,14.58,14.57,5/29/19,,18.68,16.26,8/13/19,
4,pinri,4-B3 pinri,7.35,7.14,5/9/17,12.53,9/25/17,15.22,14.54,6/6/18,,19,20.42,5/29/19,,22.6,22.87,8/13/19,
4,lirtu,4-B4 lirtu,2.8,3.15,5/9/17,,9/25/17,,,6/6/18,,,,5/29/19,Dead,,,8/13/19,
4,picru,4-B5 picru,3.15,3.08,5/12/17,4.87,9/25/17,5.35,5.38,6/6/18,,6.06,5.95,5/29/19,,6.85,8.13,8/13/19,
4,quepr,4-C1 quepr,2.73,3.5,5/9/17,,9/25/17,,,6/6/18,,,,5/29/19,Dead,,,8/13/19,
4,pinst,4-C2 pinst,4.06,3.85,5/9/17,4.29,9/25/17,,,6/6/18,,,,5/29/19,Dead,,,8/13/19,
4,queru,4-C3 queru,4.62,3.85,5/9/17,6.2,9/25/17,6.2,6.46,6/6/18,,6.26,5.03,5/29/19,,6.26,5.28,8/13/19,
4,queru,4-C4 queru,4.83,4.48,5/9/17,5.25,9/25/17,5.66,5.94,6/6/18,,,,5/29/19,Top dead - stem sprout below old DBH mark,,,8/13/19,"dead: 4.67, 5.49"
4,abiba,4-C5 abiba,3.85,4.34,5/9/17,6.62,9/25/17,6.74,7.16,6/6/18,,7.17,7.42,5/29/19,,9.72,10.41,8/13/19,
4,queal,4-D1 queal,3.5,3.15,5/9/17,5.3,9/25/17,5.1,5.09,6/6/18,,6.41,6.53,5/29/19,,8.06,10.84,8/13/19,
4,aceru,4-D2 aceru,2.45,2.66,5/9/17,3.82,9/25/17,4.3,4.49,6/6/18,,5.24,5.35,5/29/19,,8.65,8.53,8/13/19,
4,picgl,4-D3 picgl,3.36,3.15,5/9/17,4.97,9/25/17,4.93,5.02,6/6/18,,5.05,5.49,5/29/19,New mark .5 cm below old mark,7.14,8.13,8/13/19,
4,quepr,4-D4 quepr,5.25,5.6,5/9/17,5.76,9/25/17,5.39,5.39,6/6/18,,6.27,5.74,5/29/19,,6.37,6.54,8/13/19,
4,queal,4-D5 queal,4.76,4.83,5/9/17,6.89,9/25/17,7.56,6.98,6/6/18,,8.84,8.6,5/29/19,,8.06,9,8/13/19,
4,pinri,4-E1 pinri,4.9,7,5/9/17,9,9/25/17,11.56,12.09,6/6/18,,14.64,16.03,5/29/19,,17.32,18.8,8/13/19,
4,quepr,4-E2 quepr,5.04,4.9,5/9/17,7.06,9/25/17,7.21,7.61,6/6/18,,8.03,8.3,5/29/19,,8.94,8.78,8/13/19,
4,pinta,4-E3 pinta,4.9,5.67,5/9/17,5.43,9/25/17,,,6/6/18,,,,5/29/19,Dead,,,8/13/19,
4,aceru,4-E4 aceru,2.17,2.17,5/9/17,2.07,9/25/17,,,6/6/18,,,,5/29/19,Dead,,,8/13/19,
4,pinvi,4-E5 pinvi,3.64,3.57,5/9/17,6.03,9/25/17,7.16,5.55,6/6/18,,7.57,6.78,5/29/19,,7.16,6.48,8/13/19,
4,picru,4-F1 picru,2.45,2.45,5/12/17,3.77,9/25/17,5.15,5.09,6/6/18,,6.58,6.92,5/29/19,,8.52,8.32,8/13/19,
4,robps,4-F2 robps,5.25,5.25,5/9/17,20.22,9/25/17,23.24,23.13,6/6/18,,48.95,48.92,5/29/19,,62.71,64.41,8/13/19,
4,abiba,4-F3 abiba,2.45,2.45,5/9/17,3.51,9/25/17,3.83,3.57,6/6/18,,4.66,4.17,5/29/19,,5.39,5.11,8/13/19,
4,pinta,4-F4 pinta,3.36,3.5,5/9/17,5.74,9/25/17,6.53,6.67,6/6/18,,7.03,7.76,5/29/19,,6.47,8.07,8/13/19,
4,pinba,4-F5 pinba,4.55,4.76,5/9/17,8.43,9/25/17,11.2,10.44,6/6/18,,12.49,11.28,5/29/19,,14.99,12.63,8/13/19,
4,pruse,4-F6 pruse,,,5/9/17,,9/25/17,,,6/6/18,,,,5/29/19,Aspen,,,8/13/19,Aspen
4,robps,4-G1 robps,3.36,3.43,5/9/17,12.78,9/25/17,14.68,14.65,6/6/18,,24.45,23.42,5/29/19,,25.45,25.54,8/13/19,
4,pruse,4-G2 pruse,5.25,4.9,5/9/17,15.04,9/25/17,16.7,16.68,6/6/18,,26.2,24.39,5/29/19,,27.84,28.55,8/13/19,
4,picru,4-G3 picru,3.71,3.71,5/12/17,6.32,9/25/17,6.36,6.25,6/6/18,,6.72,7.36,5/29/19,,8.42,9.43,8/13/19,
4,picgl,4-G4 picgl,3.5,4.2,5/9/17,5.06,9/25/17,7.19,6.14,6/6/18,,6.81,6.67,5/29/19,,8.45,8.49,8/13/19,
4,pinri,4-G5 pinri,3.85,2.94,5/9/17,4.38,9/25/17,7.47,8.11,6/6/18,,5.87,6.66,5/29/19,,6.32,7.29,8/13/19,
4,queru,4-G6 queru,4.9,4.41,5/9/17,6.73,9/25/17,6.99,7.29,6/6/18,,7.45,7.57,5/29/19,,8.54,8.89,8/13/19,
4,pinst,4-H1 pinst,6.3,5.6,5/9/17,6.61,9/25/17,,,6/6/18,,,,5/29/19,Dead,,,8/13/19,
4,junvi,4-H2 junvi,3.15,3.5,5/9/17,5.66,9/25/17,7.86,7.55,6/6/18,,10.43,10.28,5/29/19,,11.28,12.06,8/13/19,
4,queal,4-H3 queal,3.36,3.5,5/9/17,4.37,9/25/17,4.38,4.39,6/6/18,,4.56,5.11,5/29/19,,5.03,5.44,8/13/19,
4,robps,4-H4 robps,2.94,2.94,5/9/17,7.63,9/25/17,6.34,6.47,6/6/18,,7.69,7.84,5/29/19,,8.21,7.75,8/13/19,
4,pruse,4-H5 pruse,5.6,5.25,5/9/17,5.03,9/25/17,6.04,6.07,6/6/18,,6.14,6.39,5/29/19,,14.97,15.44,8/13/19,
4,pinvi,4-H6 pinvi,3.15,3.36,5/9/17,5.94,9/25/17,8.33,8.94,6/6/18,,,,5/29/19,missing,,,8/13/19,
4,pinba,4-I1 pinba,3.85,3.85,5/9/17,11.68,9/25/17,9.07,10.4,6/6/18,,13.17,15.12,5/29/19,,14.97,19.21,8/13/19,
4,pinba,4-I2 pinba,8.4,9.1,5/9/17,13.73,9/25/17,14.68,14.31,6/6/18,,16.27,15.25,5/29/19,,16.4,17.05,8/13/19,
4,lirtu,4-I3 lirtu,3.71,3.5,5/9/17,,9/25/17,,,6/6/18,,,,5/29/19,Dead,,,8/13/19,
4,pinst,4-I4 pinst,6.16,5.6,5/9/17,9.13,9/25/17,11.38,11.21,6/6/18,,11.69,12.56,5/29/19,,10.69,11.74,8/13/19,
4,junvi,4-I5 junvi,2.94,3.15,5/9/17,4.25,9/25/17,5.91,6.17,6/6/18,,6.99,6.83,5/29/19,,8.45,8.62,8/13/19,
4,picgl,4-I6 picgl,4.2,3.64,5/9/17,7,9/25/17,7.31,7.33,6/6/18,,9.52,8.03,5/29/19,,11.88,13.22,8/13/19,
4,junvi,4-J1 junvi,3.15,3.15,5/9/17,7.75,9/25/17,9.79,10.6,6/6/18,,14.52,14.35,5/29/19,,14.63,15.86,8/13/19,
4,pinst,4-J2 pinst,3.5,3.5,5/9/17,6.36,9/25/17,7.43,6.76,6/6/18,,8.81,8.78,5/29/19,,9.82,10.29,8/13/19,
4,pinvi,4-J3 pinvi,3.15,3.36,5/9/17,7.75,9/25/17,10.07,10.61,6/6/18,,12.39,12.67,5/29/19,,,,8/13/19,"dead: 12.7, 13.07"
4,picgl,4-J4 picgl,2.66,2.8,5/9/17,2.88,9/25/17,2.61,2.94,6/6/18,,,,5/29/19,"dead: 3.91, 4.29",,,8/13/19,
4,pinba,4-J5 pinba,5.95,6.37,5/9/17,12.9,9/25/17,16.45,15.87,6/6/18,,16.26,15.22,5/29/19,,19.25,17.41,8/13/19,
4,aceru,4-J6 aceru,2.45,2.45,5/9/17,2.28,9/25/17,3.04,3.16,6/6/18,,4.51,4.9,5/29/19,,4.92,5.76,8/13/19,
4,pruse,4-K1 pruse,3.15,3.36,5/9/17,,9/25/17,,,6/6/18,,,,5/29/19,Dead,,,8/13/19,
4,queal,4-K2 queal,3.57,3.43,5/9/17,5.09,9/25/17,4.55,5.71,6/6/18,,5.66,6.05,5/29/19,,9.82,9.7,8/13/19,
4,pinta,4-K3 pinta,5,5,5/9/17,9.71,9/25/17,9.18,10.17,6/6/18,,,,5/29/19,,,,8/13/19,"dead: 8.97, 9.95"
4,pinri,4-K4 pinri,3.15,3.36,5/9/17,6.27,9/25/17,8.76,8.82,6/6/18,,9.9,11.32,5/29/19,,10.12,10.77,8/13/19,
4,picru,4-K5 picru,3.36,3.36,5/12/17,5.62,9/25/17,5.9,5.07,6/6/18,,6.53,6.66,5/29/19,,7.64,8.06,8/13/19,
4,pinst,4-K6 pinst,6.3,5.95,5/9/17,8.92,9/25/17,9.11,9.93,6/6/18,,10.76,10.45,5/29/19,,12.58,12.49,8/13/19,
4,picgl,4-L1 picgl,5,5,5/9/17,8,9/25/17,8.26,8.99,6/6/18,,12.83,11.13,5/29/19,,14.73,16.71,8/13/19,
4,quepr,4-L2 quepr,5.25,5.04,5/9/17,6.16,9/25/17,7.45,8.17,6/6/18,,9.28,9.38,5/29/19,,9.95,9.71,8/13/19,
4,pinba,4-L3 pinba,7,7.14,5/9/17,13.47,9/25/17,15.85,15.35,6/6/18,,18.54,17.63,5/29/19,,20.8,21.15,8/13/19,
4,quepr,4-L4 quepr,4.9,4.55,5/9/17,6.12,9/25/17,5.85,5.96,6/6/18,,5.89,6.34,5/29/19,,6.48,6.3,8/13/19,
4,aceru,4-L5 aceru,2.45,2.8,5/9/17,,9/25/17,,,6/6/18,,,,5/29/19,Dead,,,8/13/19,
4,picru,4-L6 picru,3.5,3.71,5/12/17,5.99,9/25/17,6.01,6.41,6/6/18,,6.35,6.61,5/29/19,,,,8/13/19,"dead: 5.08, 5.79"
4,abiba,4-M1 abiba,3.5,3.64,5/9/17,6,9/25/17,6.17,6.29,6/6/18,,7.92,8,5/29/19,,8.81,8.72,8/13/19,
4,picgl,4-M2 picgl,2.8,2.66,5/9/17,3.34,9/25/17,3.01,3.12,6/6/18,,5.21,4.92,5/29/19,"forked stem, one chosen",6.11,6.27,8/13/19,
4,aceru,4-M3 aceru,2.45,2.45,5/9/17,2.55,9/25/17,2.43,2.57,6/6/18,,3.75,3.31,5/29/19,,,,8/13/19,"dead; 2.94, 3.05"
4,pinvi,4-M4 pinvi,2.8,3.08,5/9/17,5.84,9/25/17,7.88,7.99,6/6/18,,6.97,7.42,5/29/19,,,,8/13/19,"dead: 6.74, 6.42"
4,robps,4-M5 robps,4.55,4.76,5/9/17,19.03,9/25/17,21.87,20.33,6/6/18,,35.55,31.62,5/29/19,,35.27,38.1,8/13/19,
4,robps,4-M6 robps,3.15,2.94,5/9/17,13.8,9/25/17,15.63,16.03,6/6/18,,32.58,30.62,5/29/19,,36.56,34.68,8/13/19,
4,pinta,4-N1 pinta,4.9,4.55,5/9/17,8.48,9/25/17,,,6/6/18,,,,5/29/19,Dead,,,8/13/19,
4,queru,4-N2 queru,4.55,4.2,5/9/17,4.73,9/25/17,4.76,4.82,6/6/18,,5.5,4.96,5/29/19,,5.31,4.85,8/13/19,
4,pinri,4-N3 pinri,4.2,4.55,5/9/17,9.07,9/25/17,13.54,12.39,6/6/18,,15.55,16.03,5/29/19,,19.54,18.86,8/13/19,
4,queal,4-N4 queal,6.65,6.51,5/9/17,8.12,9/25/17,1,1,6/6/18,,2,2,5/29/19,,3.76,3.85,8/13/19,stump sprouts
4,pinta,4-N5 pinta,3.92,3.5,5/9/17,5.95,9/25/17,,,6/6/18,,,,5/29/19,Dead,,,8/13/19,
4,pinvi,4-O1 pinvi,4.2,4.2,5/9/17,8.99,9/25/17,10.68,10.89,6/6/18,,11.48,11.11,5/29/19,top dead,,,8/13/19,"dead: 10.68, 10.37"
4,picru,4-O2 picru,3.01,2.94,5/12/17,4.49,9/25/17,5.31,5.34,6/6/18,,5.03,5.05,5/29/19,,5.4,5.28,8/13/19,
4,abiba,4-O3 abiba,2.1,2.45,5/9/17,3.6,9/25/17,3.59,3.91,6/6/18,,5.08,4.63,5/29/19,,5.83,6.58,8/13/19,
4,junvi,4-O4 junvi,2.8,2.8,5/9/17,5.02,9/25/17,6.98,7.02,6/6/18,,7.86,8.56,5/29/19,,8.93,9.63,8/13/19,
4,pinst,4-O5 pinst,3.85,3.85,5/9/17,5.29,9/25/17,7.48,7.46,6/6/18,,7.63,7.64,5/29/19,,9.18,9.96,8/13/19,
4,lirtu,4-P1 lirtu,3.71,3.85,5/9/17,4.81,9/25/17,4.84,5.1,6/6/18,,,,5/29/19,missing,,,8/13/19,
4,junvi,4-P2 junvi,4.55,4.55,5/9/17,7.73,9/25/17,9.9,9.95,6/6/18,,16.84,15.88,5/29/19,,17.19,16.79,8/13/19,
4,lirtu,4-P3 lirtu,3.5,3.5,5/9/17,4.91,9/25/17,,,6/6/18,,,,5/29/19,,,,8/13/19,"dead: 3.6, 3.69"
4,queru,4-P4 queru,4.06,3.85,5/9/17,5.56,9/25/17,4.34,4.59,6/6/18,,4.58,5.2,5/29/19,,4.55,4.82,8/13/19,
4,pruse,4-P5 pruse,5.6,5.95,5/9/17,7.93,9/25/17,8.94,9.16,6/6/18,,13.41,13.96,5/29/19,,17,17,8/13/19,measured below stem split
4,queru,4-Q1 queru,5.25,4.55,5/9/17,6.49,9/25/17,6.72,6.72,6/6/18,,7.14,7.22,5/29/19,,7.74,7.36,8/13/19,
4,robps,4-Q2 robps,5.6,5.53,5/9/17,18.31,9/25/17,21.45,23.3,6/6/18,,41.86,36.6,5/29/19,,40.64,43.69,8/13/19,
4,pruse,4-Q3 pruse,3.15,2.66,5/9/17,9.41,9/25/17,11.56,10.5,6/6/18,,15.68,14.94,5/29/19,,18.26,16.75,8/13/19,
4,abiba,4-Q4 abiba,2.8,3.15,5/9/17,2.85,9/25/17,,,6/6/18,,,,5/29/19,Dead,,,8/13/19,
4,lirtu,4-Q5 lirtu,2.8,2.8,5/9/17,3.26,9/25/17,,,6/6/18,,,,5/29/19,Dead,,,8/13/19,
4,quepr,4-R2 quepr,4.2,4.06,5/9/17,4.88,9/25/17,6.89,7.11,6/6/18,,9.2,8.69,5/29/19,,8.7,8.64,8/13/19,
4,pinba,4-R3 pinba,5.74,5.25,5/9/17,8.93,9/25/17,12.34,12.6,6/6/18,,15.5,16.07,5/29/19,,19.28,20.25,8/13/19,
4,pinri,4-R4 pinri,4.9,4.9,5/9/17,9.4,9/25/17,10.54,10.9,6/6/18,,13.8,13.22,5/29/19,,16.9,16.28,8/13/19,
4,queal,4-R5 queal,3.5,3.85,5/9/17,4.81,9/25/17,,,6/6/18,,,,5/29/19,Dead,,,8/13/19,